source_code,market_region,target_country_code,buyer_country_code,buyer_country_raw,category_code,query_slug,title,description_raw,buyer_identity_claim_raw,published_at_raw,published_at,age_days,record_kind,exact_product_match,origin_fit_gap,contact_gate,source_url,listing_url,verification_status,observed_at,snapshot_sha256,data_mode,qualification_status,qualification_reason_zh
ec21,US,US,US,United States,CHILI,chilli,Buy Red Dry Chillies,"I am searching for a good supplier of dried red chilli es, the product is required for further production of spices. Product type: Red Chilli Style: Dried Shape: Stick Weight: 25 Drying Process: AD Color: Red Shelf Life: 1yr",,"17 May, 2015",2015-05-17,4121,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Red_Dry_strong_Chilli--23807113.html,https://importer.ec21.com/US/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:50+00:00,850ed2090ee58ffa468a8f4c4ba38f26de64a56a26ce76d52cadf7043f8457c8,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,CHILI,chilli,We Buy Spices,"I required cooking spices, Whole, grounded, powder and mixed spices Red chilly, while chilly, yellow chilly, coriander, turmeric, cloves, black paper, cardamom, cinnamon, cumin etc.",,"26 Oct, 2021",2021-10-26,1767,DIRECT_BUY_REQUIREMENT,False,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Spices--24337767.html,https://importer.ec21.com/US/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:50+00:00,850ed2090ee58ffa468a8f4c4ba38f26de64a56a26ce76d52cadf7043f8457c8,LIVE,REJECT_PRODUCT_MISMATCH,品类只出现在噪声或排除语境
ec21,US,US,US,United States,CHILI,chilli,We Buy Indian Spices,"Whole spices. ground spices and blended masala powder required. Sea salt Clove powder White pepper Red chilli clove Turmeric Pav bhaji masala Fenugreek Cardamom Capsicum coriander seeds, cumin seed",,"15 May, 2017",2017-05-15,3392,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Indian_Spices--24102136.html,https://importer.ec21.com/US/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:50+00:00,850ed2090ee58ffa468a8f4c4ba38f26de64a56a26ce76d52cadf7043f8457c8,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,CHILI,chilli,"We Buy We Want To Buy Turmeric,coriander,cumin","We want to opportuniy to inform suppliers,exporters and direct farmers that we want to buy turmeric,cardamon,coriander, chilli ,these products are needed urgently for production purposes,please any interested personell can contact us soonest.",,"23 Oct, 2018",2018-10-23,2866,DIRECT_BUY_REQUIREMENT,False,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_We_Want_To--24209364.html,https://importer.ec21.com/US/chilli.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:50+00:00,850ed2090ee58ffa468a8f4c4ba38f26de64a56a26ce76d52cadf7043f8457c8,LIVE,REJECT_PRODUCT_MISMATCH,品类只出现在噪声或排除语境
ec21,US,US,US,United States,TEA,tea,We Buy Korean Tea,"We're looking for Flower tea , Korean tea , traditional tea , herbal tea . - Terms and Conditions: We are looking for a reliable local company that uses quality, domestically sourced ingredients to supply trustworthy products. The company should be ready for export and able to ensure product quantity and quality, with preference given to those open to a long-term partnership.",,"12 Nov, 2024",2024-11-12,654,DIRECT_BUY_REQUIREMENT,True,True,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Korean_strong_Tea--24446046.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,We Buy Green Tea,"We're looking for Green Tea suppliers from Kore. - Terms and Conditions: I'm looking for a domestic company that can supply high-quality and reliable products. We are fully prepared for export and prioritize companies that can handle volume, provide quality assurance, and are open to long-term business relationships. - Quantity: To be determined",,"31 Oct, 2024",2024-10-31,666,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24445815.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,We Buy Korean Tea,"We're looking for Roasted Corn Tea , Roasted Barley Tea , Green Tea with Brown Rice etc from Korea. Website : https://www.haitaiusa.com/ tea",,"16 Aug, 2024",2024-08-16,742,DIRECT_BUY_REQUIREMENT,True,True,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Korean_strong_Tea--24439475.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Wild Grass Tea,"I would like to know where I can buy this in the United States. I live in Los Angeles, CA. I am specifically looking for the Sanyacho Diet tea produced by Gang San Farms. Thanks.",,"25 Apr, 2014",2014-04-25,4508,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Wild_Grass_strong_Tea--23560185.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Wild Grass Tea,"I would like to know where I can buy the Sanyacho diet tea in the United States. I live in Los Angeles, CA. Thank you.",,"22 Apr, 2014",2014-04-22,4511,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Wild_Grass_strong_Tea--23556412.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,US,US,US,United States,TEA,tea,"Buy Sex Herbal Tea ,Jinshenkang Tea , the Sensual Tea",Please send price list and sample of your sexual tea products. I also need shipping cost and time of delivery. Thank you,,"4 Mar, 2014",2014-03-04,4560,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Sex_Herbal_strong_Tea--23512048.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Semi-automatic Bubble Tea Boba Plastic Cup Sealer Sealing Machine,"I need information if you can provide me 90mm diameter Aluminum Rim for sealing machine, sealer gasket, 90mm backup ring, bubble tea machine parts and if they have to other measures. Price and payment system",,"12 Apr, 2014",2014-04-12,4521,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Semi_automatic_Bubble_strong--23549161.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Buy: Matcha Green Tea Powder Organic USDA,I'm a US company seeking Organic Matcha Green Tea Powder for private label from a United States supplier. Please contact me if you meet these requirements.,,"17 May, 2014",2014-05-17,4486,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Buy_Matcha_Green_strong--23576234.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Honey Quince Tea,"Hello, My sister is living in Busan, South Korea, but I live in the United States, and would like to know how much it would cost to ship 4 jars of the tea to her. Thank you!",,"9 Dec, 2014",2014-12-09,4280,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Honey_Quince_strong_Tea--23725425.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,US,US,US,United States,TEA,tea,Buy Balsam Pear Tea,I am interested in balsam pear tea and sex tea and any other product that is good for health and send your contact number,,"12 Dec, 2014",2014-12-12,4277,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Balsam_Pear_strong_Tea--23727652.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Nylon Mesh for Pyramid Tea Bag,"Hi I would like to order a sample roll of mesh tea bag material to test. We will be making 3x3"" tea bags with loose leaf tea . Ultra sonic or heat seal is ok. Kindly send to 57 Fairmount Street Lowell Ma 01852 USA Thank you",,"9 Apr, 2015",2015-04-09,4159,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Nylon_Mesh_for_Pyramid--23784806.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,US,US,US,United States,TEA,tea,Buy Nylon Mesh for Pyramid Tea Bag,"Looking for nylon Mash Tea Bag Material, rolls. We are hand making 3x3"" tea bags. Thank you Lisa Marie",,"7 Apr, 2015",2015-04-07,4161,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Nylon_Mesh_for_Pyramid--23783593.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,"Buy Coffee Table, Tea Table","Dear Ma/Sir I am Osaka Jane, we are searching for your product, and i am contacting you to know if your quality is good.. We are interested in buying your quality product, i will want you to send me your MOQ and further information but i will be very glad if you can reply direct to my private email, thank you so much i will be looking forward to hear from you soon. Best Regards Osaka Jane Purchas",,"9 Feb, 2015",2015-02-09,4218,DIRECT_BUY_REQUIREMENT,False,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Coffee_Table_strong_Tea--23757278.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_PRODUCT_MISMATCH,品类只出现在噪声或排除语境
ec21,US,US,US,United States,TEA,tea,Buy Mulberry Green Tea ( Herbal Beverage ),"We will like to buy your products. do you ship to Poland? upon your response, we will forward our order along with our company details. Thanks and Best Regards Paul Marti Poland",details,"17 Jan, 2016",2016-01-17,3876,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Mulberry_Green_strong_Tea--23926279.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,US,US,US,United States,TEA,tea,Buy AIKEN Tea Tree Oil product range.,"Hello, my name is shawline, am a reseller here in texas, am interested in retailing this product, heard very good reviews about it, and will like to order asap. please contact me at your earliest convenient. whatsapp : 8328360622 Thanks",shawline,"21 Mar, 2016",2016-03-21,3812,DIRECT_BUY_REQUIREMENT,False,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_AIKEN_strong_Tea_strong--23951095.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_PRODUCT_MISMATCH,品类只出现在噪声或排除语境
ec21,US,US,US,United States,TEA,tea,We Buy Oolong Tea,Hi My name is Alex Im interested in doing business with your company. in order for me to do business with you I would like to know if you would be willing to ship consumer sized packages via E-Packet directly to my customers in the US. Please also provide me with an inventory list of products that you carry. Thank You In advance Alexander Bour. Owner and CEO AB Holdings,Alex Im interested in doing business with your company,"17 Oct, 2017",2017-10-17,3237,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Oolong_strong_Tea--24140787.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,Buy Korea Ginseng Tea,"I want to order the dong won granulated instant korean ginseng tea in either 2g or 3g packets. I live in the STATE OF iLLINOIS, USA. Please give me the prices of your products with the shipping cost",,"26 Apr, 2017",2017-04-26,3411,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Korea_Ginseng_strong_Tea--24096669.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,US,US,US,United States,TEA,tea,We Buy KOREAN TRADITIONAL TEA,"Hello, We are importing and distributing KOREAN TRADITIONAL TEA , ROASTED SEAWEED etc. Have a nice day !",,"1 Oct, 2023",2023-10-01,1062,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_KOREAN_TRADITIONAL_strong--24408682.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,We Buy Beverages,"We're looking for Beverages - Carbonated drinks, fruit juices, coffee, tea , milk and dairy products, smoothies, water, and other beverage items. We prefer a Korean company capable of supplying high-quality and reliable beverage products. Export preparations have been completed, and we prioritize companies that can ensure adequate quantity, quality assurance, and a long-term partnership. - Quantit",,"14 Nov, 2024",2024-11-14,652,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Beverages--24446096.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,US,US,US,United States,TEA,tea,We Buy Variety of Red Ginseng Products,"We are looking for different types of red ginseng products, such as extracts, liquid, tablets, tea , candy, drinks, and shots. - Terms and Conditions: We are searching for a trustworthy local company that can provide good-quality products. The company should be ready for export and able to ensure product quantity and quality. We prefer a long-term partnership. - Quantity: To be decided",,"12 Nov, 2024",2024-11-12,654,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Variety_of_Red--24446042.html,https://importer.ec21.com/US/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:51+00:00,520c50fee2c3cf902bc09300eb0f3da5ef8329e8b3a2edfe4d401c5728309734,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,JAPAN,JP,JP,Japan,CHILI,chili,Buy Spices,"I have requirement of Indian spices. Chili , coriander, turmeric, cumin seed, black pepper, fennel seed, cardamom, mace, nutmeg, Dill seed, Cinnamon, Chili powder, cloves, curry powder and other masala powder",,"4 Feb, 2017",2017-02-04,3492,REJECTED_SELLER_OR_UNCLEAR,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Spices--23937385.html,https://importer.ec21.com/JP/chili.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:11:57+00:00,6bf7ff7d77b5a8bc0a8e8e17acd2c7bfec51a643c2134171c8afa1f3655ea9ef,LIVE,REJECT_SELLER_OR_UNCLEAR,未检测到明确采购意图或含卖方表达
ec21,JAPAN,JP,JP,Japan,TEA,tea,We Buy Twining Tea,"we are looking for Twining tea for 1 x 20ft container. Payment terms are negotiable. If you have other European brands' tea , we will appreciate if you provide the information.",,"15 Jun, 2018",2018-06-15,2996,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Twining_strong_Tea--24187944.html,https://importer.ec21.com/JP/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:12:00+00:00,d586581e2b475cfc90c9c1d8fe9131f6bda341c3be667f5908424e19df336a75,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,JAPAN,JP,JP,Japan,TEA,tea,We Buy Tiger Nuts/ Hibiscus Tea / Shea Butter,I kg or above of Tiger nuts naturally dried Pure unrefined Shea butter 100% Dried Hibiscus flower deep red/ purple,,"25 Sep, 2018",2018-09-25,2894,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Tiger_Nuts_Hibiscus--24205976.html,https://importer.ec21.com/JP/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:12:00+00:00,d586581e2b475cfc90c9c1d8fe9131f6bda341c3be667f5908424e19df336a75,LIVE,WATCHLIST_STALE,发布日期超过365天
ec21,JAPAN,JP,JP,Japan,TEA,tea,We Buy Mariage Frere,"we are looking for Mariage Frere for 1 x 20ft container. Payment terms are negotiable If you have other European brands' tea , we will appreciate if you provide the information.",,"15 Jun, 2018",2018-06-15,2996,DIRECT_BUY_REQUIREMENT,True,False,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Mariage_Frere--24187943.html,https://importer.ec21.com/JP/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T21:12:00+00:00,d586581e2b475cfc90c9c1d8fe9131f6bda341c3be667f5908424e19df336a75,LIVE,WATCHLIST_STALE,发布日期超过365天
